"","index","study_id","id","author","year","group","group_id","group_desc","url","country","region","city","time_MAX","time_50","time_MIN","detailed_time","exp_dur","fu_dur","age_base","age_SD","days_ps","days_cat","yrs_ps","stroke_type","nihss_base","mmse_base","mMmse_base","fim_base","brunstrom_base","frenchay_base","fac_base","barthel_base","mBarthel_base","motricity_base","BBS_base","BBT_base","gcs_base","MAS_base","sis_base","rivermead_base","ashworth_base","mAshworth_base","rankin_base","bdi_base","cesd_base","OPS_base","terminal_dropout","outcome_name","fma_outcome","speed_outcome","SCOAR_outcome","p_outcome_stated","itt_analysis","base_n","base_m","base_sd","difference_score","term_n","term_m","term_sd","diff_base","diff_term","fu_n","fu_m","fu_sd","est_corr","term_diff","term_s_diff","fu_diff","fu_s_diff","term_d","fu_d","j_corr_factor","term_g","fu_g","term_Vd","fu_Vd","term_Vg","fu_Vg","exp.c","DPS.c","rtDPS","rtDPS.c","time50.c","rtTIME","rtTIME.c","age.c","DUR.c","rtDUR","rtDUR.c"
"276",276,83,"kiper2011","kiper","2011","ctrl",182,"CPT + CPT","http://www.ncbi.nlm.nih.gov/pubmed/22127938","italy","","venice",40,40,40,1,28,NA,64,NA,171,"<1year",0.468493151,0,NA,">24","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-ue","fma","","lohse",0,0,40,44.8,17.4,0,40,46.4,17.1,NA,NA,NA,NA,NA,0.5,1.6,17.25065216,NA,17.4,0.092750117,NA,0.980645161,0.090954953,NA,0.025107532,NA,0.024145033,NA,-0.5,-434.290632911392,13.076696830622,-6.58185148128147,5.41354430379747,6.32455532033676,0.786463514684585,3.70746835443038,-12.1796202531646,5.29150262212918,-0.874370359965841
"277",277,83,"kiper2011","kiper","2011","exp",183,"CPT + reinforcing feedback in a VE","http://www.ncbi.nlm.nih.gov/pubmed/22127938","italy","","venice",40,40,40,1,28,NA,64,NA,171,"<1year",0.468493151,0,NA,">24","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-ue","fma","","lohse",0,0,40,39.1,17,0,40,48.9,15.2,NA,NA,NA,NA,NA,0.5,9.8,16.12513566,NA,17,0.607746825,NA,0.980645161,0.595983983,NA,0.029616953,NA,0.028481585,NA,0.5,-434.290632911392,13.076696830622,-6.58185148128147,5.41354430379747,6.32455532033676,0.786463514684585,3.70746835443038,-12.1796202531646,5.29150262212918,-0.874370359965841
"290",290,86,"kwon2012","kwon","2012","ctrl",189,"CPT","http://www.ncbi.nlm.nih.gov/pubmed/23232161","south korea","","seoul",23.3,23.3,23.3,1,28,NA,57.92,NA,23.92,"<90days",0.065534247,1,NA,"24.38","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-ue","fma","","lohse",0,0,13,56.38,10.83,0,13,61.85,4.54,NA,NA,NA,NA,NA,0.5,5.47,8.303628725,NA,10.83,0.658748143,NA,0.936170213,0.616700389,NA,0.093613428,NA,0.082044181,NA,-0.5,-581.370632911392,4.89080770425499,-14.7677406076485,-11.2864556962025,4.82700735445887,-0.711084451193305,-2.37253164556962,-12.1796202531646,5.29150262212918,-0.874370359965841
"291",291,86,"kwon2012","kwon","2012","exp",190,"CPT + VR training","http://www.ncbi.nlm.nih.gov/pubmed/23232161","south korea","","seoul",33.3,33.3,33.3,1,28,NA,57.15,NA,24.69,"<90days",0.067643836,1,NA,"25.31","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-ue","fma","","lohse",0,0,13,60.31,5.41,0,13,62.92,3.45,NA,NA,NA,NA,NA,0.5,2.61,4.5371026,NA,5.41,0.575256993,NA,0.936170213,0.538538462,NA,0.089650793,NA,0.07857127,NA,0.5,-580.600632911392,4.96890329952194,-14.6896450123816,-1.28645569620254,5.7706152185014,0.232523412849229,-3.14253164556962,-12.1796202531646,5.29150262212918,-0.874370359965841
"322",322,94,"lee2012","lee","2012","ctrl",207,"standard care","http://www.ncbi.nlm.nih.gov/pubmed/22469877","south korea","","seoul",20,20,20,1,28,NA,55.4,NA,108,"<1year",0.295890411,0,NA,"25.6","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,1,"fma-se","fma","","lohse",0,0,13,15.1,7,0,13,19.7,6.3,NA,NA,NA,NA,NA,0.5,4.6,6.659204157,NA,7,0.690773235,NA,0.936170213,0.646681327,NA,0.095275679,NA,0.083501003,NA,-0.5,-497.290632911392,10.3923048454133,-9.26624346649022,-14.5864556962025,4.47213595499958,-1.06595585065259,-4.89253164556962,-12.1796202531646,5.29150262212918,-0.874370359965841
"323",323,94,"lee2012","lee","2012","exp",208,"standard care + mirror box training","http://www.ncbi.nlm.nih.gov/pubmed/22469877","south korea","","seoul",28.4,28.4,28.4,1,28,NA,58.8,NA,105,"<1year",0.287671233,0,NA,"25.2","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,1,"fma-se","fma","","lohse",0,0,13,14.5,5.3,0,13,24,4.8,NA,NA,NA,NA,NA,0.5,9.5,5.056184332,NA,5.3,1.878887196,NA,0.936170213,1.758958226,NA,0.212700657,NA,0.186413976,NA,0.5,-500.290632911392,10.2469507659596,-9.41159754594389,-6.18645569620254,5.32916503778969,-0.208926767862483,-1.49253164556962,-12.1796202531646,5.29150262212918,-0.874370359965841
"326",326,96,"lin2010","lin","2010","ctrl",211,"standard OT","http://www.ncbi.nlm.nih.gov/pubmed/19729583","taiwan","","taoyuan",30,30,30,1,21,NA,55.5,NA,393.6,">1year",1.078356164,0,NA,">24","","","5",NA,"","",NA,"",NA,NA,NA,"<2","",NA,"","","",NA,"",NA,0,"fma","fma","","lohse",0,0,17,53.53,7.58,0,17,54.99,1,NA,NA,NA,NA,NA,0.5,1.46,5.406311127,NA,7.58,0.27005475,NA,0.952380952,0.257195,NA,0.060968517,NA,0.055300242,NA,-0.5,-211.690632911392,19.8393548282196,0.180806516316103,-4.58645569620253,5.47722557505166,-0.0608662306005128,-4.79253164556962,-19.1796202531646,4.58257569495584,-1.58329728713918
"327",327,96,"lin2010","lin","2010","exp",212,"bilateral symmetric movements","http://www.ncbi.nlm.nih.gov/pubmed/19729583","taiwan","","taoyuan",30,30,30,1,21,NA,52.08,NA,418.2,">1year",1.145753425,0,NA,">24","","","4.5",NA,"","",NA,"",NA,NA,NA,"<2","",NA,"","","",NA,"",NA,0,"fma","fma","","lohse",0,0,16,48,12.35,0,16,57.63,1.03,NA,NA,NA,NA,NA,0.5,9.63,8.763087355,NA,12.35,1.098927765,NA,0.949152542,1.043050082,NA,0.10023882,NA,0.090304205,NA,0.5,-187.090632911392,20.4499388752143,0.791390563310785,-4.58645569620253,5.47722557505166,-0.0608662306005128,-8.21253164556962,-19.1796202531646,4.58257569495584,-1.58329728713918
"332",332,98,"lo2010","lo","2010","exp",217,"intensive Robot assisted therapy","http://www.nejm.org/doi/full/10.1056/NEJMoa0911341","usa","RI","providence",33,33,33,4,84,252,66,NA,1314,">1year",3.6,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","49.2",NA,"","0.8","",NA,"",NA,5,"fma-ue","fma","","lohse",1,0,49,19.7,10.7,1,47,23.57,NA,1,0,47,24.5,NA,0.5,3.87,10.7,4.8,10.7,0.361682243,0.448598131,0.984293194,0.35600137,0.441552087,0.021743,0.022461636,0.021065338,0.021761576,0.5,708.709367088608,36.2491379207837,16.5905896088802,-1.58645569620253,5.74456264653803,0.206470840885855,5.70746835443038,43.8203797468354,9.16515138991168,2.99927840781666
"333",333,98,"lo2010","lo","2010","exp",218,"intensive usual care","http://www.nejm.org/doi/full/10.1056/NEJMoa0911341","usa","RI","providence",32,32,32,4,84,252,64,NA,1752,">1year",4.8,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","50.5",NA,"","1","",NA,"",NA,8,"fma-ue","fma","","lohse",1,0,50,17.3,8.4,1,46,21.31,NA,1,0,46,20.2,NA,0.5,4.01,8.4,2.9,8.4,0.477380952,0.345238095,0.984615385,0.47003663,0.33992674,0.022278926,0.021191893,0.021598693,0.020544851,0.5,1146.70936708861,41.8568990729127,22.1983507610092,-2.58645569620253,5.65685424949238,0.118762443840207,3.70746835443038,43.8203797468354,9.16515138991168,2.99927840781666
"354",354,106,"michielsen2011","michielsen","2011","ctrl",233,"homebased upper extermity therapy","http://www.ncbi.nlm.nih.gov/pubmed/21051765","netherlands","","rotterdam",36,36,36,1,42,180,58.7,NA,1642.5,">1year",4.5,1,NA,"","","","4",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,1,"fma-ue","fma","","lohse",1,1,20,36.4,14.7,0,20,36.6,14.2,NA,NA,20,36.3,16.2,0.5,0.2,14.45216247,-0.1,15.46819317,0.013838759,-0.006464879,0.96,0.013285209,-0.006206284,0.050004788,0.050001045,0.046084412,0.046080963,-0.5,1037.20936708861,40.5277682583189,20.8692199464154,1.41354430379747,6,0.461908194347826,-1.59253164556961,1.82037974683544,6.48074069840786,0.314867716312838
"355",355,106,"michielsen2011","michielsen","2011","exp",234,"homebased mirror therapy","http://www.ncbi.nlm.nih.gov/pubmed/21051765","netherlands","","rotterdam",36,36,36,1,42,180,55.3,NA,1715.5,">1year",4.7,1,NA,"","","","4",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,3,"fma-ue","fma","","lohse",1,1,20,39.7,14.1,0,20,43.5,14,NA,NA,20,41.1,14.9,0.5,3.8,14.05008897,1.4,14.50551619,0.270460921,0.096515007,0.96,0.259642484,0.092654407,0.051828728,0.050232879,0.047765355,0.046294621,0.5,1110.20936708861,41.4185948578655,21.760046545962,1.41354430379747,6,0.461908194347826,-4.99253164556962,1.82037974683544,6.48074069840786,0.314867716312838
"406",406,116,"nilsson2001","nilsson","2001","ctrl",258,"overground walking training","http://www.ncbi.nlm.nih.gov/pubmed/11594641","sweden","","gothenburg",47.14,47.14,47.14,1,66,280,56,12.1,17,"<90days",0.046575342,1,8,"","","","",NA,"0","",NA,"",23.3,NA,NA,"","",NA,"","","",NA,"",NA,1,"fma-ue","fma","","USU",0,0,37,22.1,22.2,1,34,34.1,NA,0,0,32,39.4,23.8,0.5,12,22.2,17.3,22.95416588,0.540540541,0.753675829,0.979020979,0.529200529,0.737864448,0.03097546,0.034703071,0.029689424,0.033262272,-0.5,-588.290632911392,4.12310562561766,-15.5354426862858,12.5535443037975,6.86585755750875,1.32776575185657,-4.29253164556962,25.8203797468354,8.12403840463596,1.95816542254094
"407",407,116,"nilsson2001","nilsson","2001","exp",259,"body-weight supported treadmill training","http://www.ncbi.nlm.nih.gov/pubmed/11594641","sweden","","gothenburg",48.57,48.57,48.57,1,68,180,54,12.4,22,"<90days",0.060273973,1,9.5,"","","","",NA,"0","",NA,"",23.9,NA,NA,"","",NA,"","","",NA,"",NA,3,"fma-ue","fma","","USU",0,0,36,24.8,22.2,1,32,35.9,NA,0,0,28,37.6,23,0.5,11.1,22.2,12.8,22.55187568,0.5,0.567580284,0.978417266,0.489208633,0.55533035,0.03125,0.032252047,0.029915636,0.030874896,0.5,-583.290632911392,4.69041575982343,-14.9681325520801,13.9835443037975,6.96921803361037,1.4311262279582,-6.29253164556962,27.8203797468354,8.24621125123532,2.0803382691403
"428",428,122,"page2004","page","2004","ctrl",271,"no specified physical therapy","http://www.ncbi.nlm.nih.gov/pubmed/14970962","usa","OH","cincinnati",0,0,0,1,70,NA,63.67,NA,1035,">1year",2.835616438,0,NA,"",">70","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","<3","",NA,"",NA,0,"fma-ue","fma","","lohse",1,0,6,32.55,7.1,0,6,29.7,7.1,NA,NA,NA,NA,NA,0.5,-2.85,7.1,NA,7.1,-0.401408451,NA,0.842105263,-0.338028169,NA,0.180094062,NA,0.127712133,NA,-0.5,429.709367088608,32.1714158842908,12.5128675723873,-34.5864556962025,0,-5.53809180565217,3.37746835443038,29.8203797468354,8.36660026534076,2.20072728324573
"429",429,122,"page2004","page","2004","ctrl",272,"CPT","http://www.ncbi.nlm.nih.gov/pubmed/14970962","usa","OH","cincinnati",30,30,30,1,70,NA,60.75,NA,1140,">1year",3.123287671,0,NA,"",">70","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","<3","",NA,"",NA,0,"fma-ue","fma","","lohse",1,0,4,29.55,7.2,0,4,35.5,7.2,NA,NA,NA,NA,NA,0.5,5.95,7.2,NA,7.2,0.826388889,NA,0.727272727,0.601010101,NA,0.335364824,NA,0.177383048,NA,-0.5,534.709367088608,33.7638860322683,14.1053377203648,-4.58645569620253,5.47722557505166,-0.0608662306005128,0.457468354430382,29.8203797468354,8.36660026534076,2.20072728324573
"430",430,122,"page2004","page","2004","exp",273,"modified CIMT","http://www.ncbi.nlm.nih.gov/pubmed/14970962","usa","OH","cincinnati",280,155,30,1,70,NA,55,NA,762.8,">1year",2.089863014,0,NA,"",">70","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"",">3","",NA,"",NA,0,"fma-ue","fma","","lohse",1,0,7,30.85,7.41,0,7,49.2,7.41,NA,NA,NA,NA,NA,0.5,18.35,7.41,NA,7.41,2.476383266,NA,0.869565217,2.153376753,NA,0.580891006,NA,0.439237055,NA,0.5,157.509367088608,27.6188341535265,7.96028584162298,120.413544303797,12.4498995979887,6.91180779233656,-5.29253164556962,29.8203797468354,8.36660026534076,2.20072728324573
"434",434,123,"page2005","page","2005","ctrl",274,"traditional rehabilitation","http://www.ncbi.nlm.nih.gov/pubmed/15673841","usa","OH","cincinnati",15,15,15,1,70,NA,62.2,NA,4.8,"<90days",0.013150685,1,NA,"",">70","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","<3","",NA,"",NA,0,"fma-ue","fma","","lohse",1,0,5,35,6.6,0,5,39.4,6.98,NA,NA,NA,NA,NA,0.5,4.4,6.792657801,NA,6.6,0.647758231,NA,0.8,0.518206585,NA,0.241959073,NA,0.154853806,NA,-0.5,-600.490632911392,2.19089023002066,-17.4676580818828,-19.5864556962025,3.87298334620742,-1.66510845944476,1.90746835443039,29.8203797468354,8.36660026534076,2.20072728324573
"439",439,125,"pandian2012","pandian","2012","exp",279,"brunnstrom based therapy","http://www.ncbi.nlm.nih.gov/pubmed/22703742","india","","new delhi",12,12,12,1,28,NA,47.4,NA,1016.1,">1year",2.783835616,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-wh","fma","","lohse",0,0,15,14.67,6.1,0,15,18.47,4.38,NA,NA,NA,NA,NA,0.5,3.8,5.310103577,NA,6.1,0.715616926,NA,0.945454545,0.676583276,NA,0.08373692,NA,0.074851117,NA,0.5,410.809367088608,31.8763235019348,12.2177751900313,-22.5864556962025,3.46410161513775,-2.07399019051442,-12.8925316455696,-12.1796202531646,5.29150262212918,-0.874370359965841
"440",440,125,"pandian2012","pandian","2012","exp",280,"motor relearning programme","http://www.ncbi.nlm.nih.gov/pubmed/22703742","india","","new delhi",12,12,12,1,28,NA,51.67,NA,1088,">1year",2.980821918,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-wh","fma","","lohse",0,0,15,12.33,3.26,0,15,14.13,3.18,NA,NA,NA,NA,NA,0.5,1.8,3.220248438,NA,3.26,0.558963085,NA,0.945454545,0.528474189,NA,0.077081324,NA,0.068901785,NA,0.5,482.709367088608,32.9848450049413,13.3262966930378,-22.5864556962025,3.46410161513775,-2.07399019051442,-8.62253164556962,-12.1796202531646,5.29150262212918,-0.874370359965841
"445",445,127,"pang2006","pang","2006","exp",283,"circuit based upper extremity training","http://www.ncbi.nlm.nih.gov/pubmed/16401430","canada","","vancouver",57,57,57,1,133,NA,64.9,8.7,1861.5,">1year",5.1,1,NA,"28.1","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,3,"fma-ue","fma","","USU",0,0,30,40.8,19.6,0,30,45.7,19.3,NA,NA,NA,NA,NA,0.5,4.9,19.4505784,NA,19.6,0.251920529,NA,0.973913043,0.245348689,NA,0.034391066,NA,0.032620154,NA,0.5,1256.20936708861,43.1451040096092,23.4865556977058,22.4135443037975,7.54983443527075,2.01174262961858,4.60746835443039,92.8203797468354,11.5325625946708,5.36668961257577
"480",480,135,"piron2007","piron","2007","ctrl",304,"CPT","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4362151&tag=1","italy","","venice",30,30,30,1,42,NA,61.2,6.6,78,"<90days",0.21369863,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,NA,"fma-ue","fma","","USU",1,0,13,42,12.3,0,13,45.4,9.3,NA,NA,NA,NA,NA,0.5,3.4,10.90366911,NA,12.3,0.311821642,NA,0.936170213,0.291918133,NA,0.080662798,NA,0.070694059,NA,-0.5,-527.290632911392,8.83176086632785,-10.8267874455756,-4.58645569620253,5.47722557505166,-0.0608662306005128,0.907468354430385,1.82037974683544,6.48074069840786,0.314867716312838
"481",481,135,"piron2007","piron","2007","exp",305,"reinforcing practice in a virtual environment + CPT","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4362151&tag=1","italy","","venice",30,30,30,1,42,NA,61.5,9.4,75,"<90days",0.205479452,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,NA,"fma-ue","fma","","USU",1,0,25,43.7,8.3,0,25,51.4,9.8,NA,NA,NA,NA,NA,0.5,7.7,9.081024171,NA,8.3,0.84792198,NA,0.968421053,0.821145497,NA,0.054379434,NA,0.050999172,NA,0.5,-530.290632911392,8.66025403784439,-10.9982942740591,-4.58645569620253,5.47722557505166,-0.0608662306005128,1.20746835443038,1.82037974683544,6.48074069840786,0.314867716312838
"482",482,136,"piron2009","piron","2009","ctrl",306,"CPT for the upper limb","http://www.ncbi.nlm.nih.gov/pubmed/19841835","italy","","venice",20,20,20,1,30,60,64.4,NA,357,"<1year",0.978082192,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"1.3","","",NA,"",NA,NA,"fma-ue","fma","","lohse",1,0,18,47.3,4.6,0,18,49.5,4.8,NA,NA,18,48.8,5.1,0.5,2.2,4.701063709,1.5,4.856439025,0.467979193,0.308868286,0.955223881,0.447024901,0.295038363,0.061639015,0.058205545,0.056242683,0.053109804,-0.5,-248.290632911392,18.8944436276912,-0.764104684212302,-14.5864556962025,4.47213595499958,-1.06595585065259,4.10746835443039,-10.1796202531646,5.47722557505166,-0.688647407043361
"483",483,136,"piron2009","piron","2009","exp",307,"VR based telerehabilitation","http://www.ncbi.nlm.nih.gov/pubmed/19841835","italy","","venice",20,20,20,1,30,60,66,NA,441,">1year",1.208219178,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"2.4","","",NA,"",NA,NA,"fma-ue","fma","","lohse",1,0,18,48.5,7.8,0,18,53.6,7.7,NA,NA,18,53.1,7.3,0.5,5.1,7.750161289,4.6,7.554137939,0.658050821,0.608937782,0.955223881,0.628585859,0.581671911,0.067584191,0.065855701,0.061667375,0.060090209,0.5,-164.290632911392,21,1.34145168809651,-14.5864556962025,4.47213595499958,-1.06595585065259,5.70746835443038,-10.1796202531646,5.47722557505166,-0.688647407043361
"484",484,137,"piron2010","piron","2010","ctrl",308,"CPT","http://www.ncbi.nlm.nih.gov/pubmed/20581337","italy","","venice",20,20,20,1,28,NA,62.2,NA,453,">1year",1.24109589,1,NA,"","","104","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,3,"fma-ue","fma","","lohse",1,1,23,43.9,9.7,0,23,46.5,9.7,NA,NA,NA,NA,NA,0.5,2.6,9.7,NA,9.7,0.268041237,NA,0.965517241,0.258798436,NA,0.045040133,NA,0.041987472,NA,-0.5,-152.290632911392,21.2837966537928,1.62524834188928,-14.5864556962025,4.47213595499958,-1.06595585065259,1.90746835443039,-12.1796202531646,5.29150262212918,-0.874370359965841
"485",485,137,"piron2010","piron","2010","exp",309,"training in a virtual environment with reinforcement ","http://www.ncbi.nlm.nih.gov/pubmed/20581337","italy","","venice",20,20,20,1,28,NA,58.8,NA,462,">1year",1.265753425,1,NA,"","","113","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-ue","fma","","lohse",1,1,27,42.4,11.3,0,27,49.7,10.1,NA,NA,NA,NA,NA,0.5,7.3,10.71680923,NA,11.3,0.681172898,NA,0.970873786,0.661332911,NA,0.045629565,NA,0.043010241,NA,0.5,-143.290632911392,21.4941852602047,1.83563694830119,-14.5864556962025,4.47213595499958,-1.06595585065259,-1.49253164556962,-12.1796202531646,5.29150262212918,-0.874370359965841
"509",509,144,"rabadi2008","rabadi","2008","ctrl",327,"conventional occupational and physical therapy","http://www.ncbi.nlm.nih.gov/pubmed/19052246","usa","OK","oklahoma city",74,74,74,1,30.95,NA,67.8,12.66,22.5,"<90days",0.061643836,1,NA,"16","","40.3","",NA,"","",NA,"6.1",NA,NA,NA,"","",NA,"","1","",NA,"",NA,0,"fma-se","fma","","lohse",1,0,10,5.2,6.56,0,10,9.05,6.039950331,NA,NA,NA,NA,NA,0.5,3.85,6.305339008,NA,6.56,0.610593656,NA,0.914285714,0.558257057,NA,0.118641231,NA,0.099174384,NA,-0.5,-582.790632911392,4.74341649025257,-14.9151318216509,39.4135443037975,8.60232526704263,3.06423346139045,7.50746835443038,-9.22962025316456,5.56327241828045,-0.602600563814573
"510",510,144,"rabadi2008","rabadi","2008","exp",328,"robot assisted therapy","http://www.ncbi.nlm.nih.gov/pubmed/19052246","usa","OK","oklahoma city",85.85,85.85,85.85,1,36.32,NA,79.5,6.17,19,"<90days",0.052054795,1,NA,"16.56","","34.6","",NA,"","",NA,"5.9",NA,NA,NA,"","",NA,"","1","",NA,"",NA,0,"fma-se","fma","","lohse",1,0,10,5.8,3.79,0,10,8.03,5.565608682,NA,NA,NA,NA,NA,0.5,2.23,4.761307594,NA,3.79,0.468358735,NA,0.914285714,0.4282137,NA,0.110967995,NA,0.092760185,NA,0.5,-586.290632911392,4.35889894354067,-15.2996493683628,51.2635443037975,9.2655275079188,3.72743570226663,19.2074683544304,-3.85962025316456,6.02660766932775,-0.139265312767277
"511",511,144,"rabadi2008","rabadi","2008","exp",329,"arm ergometer training","http://www.ncbi.nlm.nih.gov/pubmed/19052246","usa","OK","oklahoma city",82.7,82.7,82.7,1,34.92,NA,69.2,10.22,22.2,"<90days",0.060821918,1,NA,"17","","42.3","",NA,"","",NA,"9.4",NA,NA,NA,"","",NA,"","1.2","",NA,"",NA,0,"fma-se","fma","","lohse",1,0,10,7.8,4.18,0,10,6.92,4.490434277,NA,NA,NA,NA,NA,0.5,-0.88,4.337994929,NA,4.18,-0.202858697,NA,0.914285714,-0.185470809,NA,0.102057583,NA,0.085311808,NA,0.5,-583.090632911392,4.7116875957559,-14.9468607161476,48.1135443037975,9.09395403551173,3.55586222985955,8.90746835443039,-5.25962025316456,5.90931468107766,-0.25655830101736
"527",527,147,"richards2004","richards","2004","exp",334,"treadmill training and isokinetic exercise","http://www.ncbi.nlm.nih.gov/pubmed/15537991","canada","quebec","quebec city",39.1,39.1,39.1,2,56,NA,62.9,12,52,"<90days",0.142465753,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,2,"fma-ue","fma","","USU",1,1,32,23.5,16.5,0,30,30,20,0,0,NA,NA,NA,0.5,6.5,18.27555289,NA,16.5,0.355666394,NA,0.975609756,0.346991604,NA,0.03322654,NA,0.031625499,NA,0.5,-553.290632911392,7.21110255092798,-12.4474457609755,4.51354430379747,6.25299928034539,0.714907474693219,2.60746835443038,15.8203797468354,7.48331477354788,1.31744179145286
"528",528,147,"richards2004","richards","2004","ctrl",335,"CPT","http://www.ncbi.nlm.nih.gov/pubmed/15537991","canada","quebec","quebec city",44.9,44.9,44.9,2,56,NA,60.7,12,52.6,"<90days",0.144109589,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,1,"fma-ue","fma","","USU",1,1,31,29.5,20.5,0,31,32.5,22.5,0,0,NA,NA,NA,0.5,3,21.52324325,NA,20.5,0.139384198,NA,0.974789916,0.135870311,NA,0.032571419,NA,0.030949863,NA,-0.5,-552.690632911392,7.2525857457875,-12.405962566116,10.3135443037975,6.70074622710038,1.16265442144821,0.407468354430385,15.8203797468354,7.48331477354788,1.31744179145286
"532",532,148,"richards1993","richards","1993","ctrl",336,"CPT started later and at lower intensity","http://www.ncbi.nlm.nih.gov/pubmed/8503751","canada","quebec","quebec city",13.79,13.79,13.79,2,42,180,70.3,7.3,13,"<90days",0.035616438,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,1,"fma-ue","fma","","USU",1,0,9,14.8,20,0,8,28.1,25.3,NA,NA,NA,NA,NA,0.5,13.3,22.62834506,NA,20,0.587758405,NA,0.903225806,0.530878559,NA,0.13030333,NA,0.106303653,NA,-0.5,-592.290632911392,3.60555127546399,-16.0529970364395,-20.7964556962025,3.71348892552543,-1.82460288012675,10.0074683544304,1.82037974683544,6.48074069840786,0.314867716312838
"533",533,148,"richards1993","richards","1993","ctrl",337,"CPT that was early and intensive","http://www.ncbi.nlm.nih.gov/pubmed/8503751","canada","quebec","quebec city",37.7,37.7,37.7,2,42,180,67.3,11.2,8.8,"<90days",0.024109589,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,2,"fma-ue","fma","","USU",1,0,8,12.1,15.4,0,6,33.5,24.4,NA,NA,NA,NA,NA,0.5,21.4,19.65731416,NA,15.4,1.088653304,NA,0.888888889,0.967691825,NA,0.199072876,NA,0.157292149,NA,-0.5,-596.490632911392,2.96647939483827,-16.6920689170652,3.11354430379747,6.1400325732035,0.601940767551326,7.00746835443038,1.82037974683544,6.48074069840786,0.314867716312838
"534",534,148,"richards1993","richards","1993","exp",338,"intensive gait focused therapy","http://www.ncbi.nlm.nih.gov/pubmed/8503751","canada","quebec","quebec city",40.72,40.72,40.72,2,42,180,69.6,7.4,8.3,"<90days",0.022739726,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,1,"fma-ue","fma","","USU",1,0,10,12.5,12.7,0,9,31.7,21.3,NA,NA,NA,NA,NA,0.5,19.2,17.28843544,NA,12.7,1.110568973,NA,0.914285714,1.015377347,NA,0.161668172,NA,0.135141395,NA,0.5,-596.990632911392,2.88097205817759,-16.7775762537259,6.13354430379746,6.38122245341753,0.843130647765353,9.30746835443038,1.82037974683544,6.48074069840786,0.314867716312838
"591",591,163,"stein2004","stein","2004","exp",369,"robot assisted training","http://www.ncbi.nlm.nih.gov/pubmed/15314537","usa","MA","boston",18,18,18,1,42,NA,52.5,NA,819,">1year",2.243835616,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","10.1","",NA,"",NA,0,"fma-ue","fma","","lohse",1,0,9,35.3,11.6,1,9,40.1,NA,NA,NA,NA,NA,NA,0.5,4.8,11.6,NA,11.6,0.413793103,NA,0.903225806,0.37374861,NA,0.120623596,NA,0.098406763,NA,0.5,213.709367088608,28.6181760425084,8.95962773060488,-16.5864556962025,4.24264068711928,-1.29545111853289,-7.79253164556962,1.82037974683544,6.48074069840786,0.314867716312838
